bid,mutK,new_mutK
2,src.main.java.com.fasterxml.jackson.core.json.UTF8StreamJsonParser-516,src.main.java.com.fasterxml.jackson.core.json.UTF8StreamJsonParser-516
2,src.main.java.com.fasterxml.jackson.core.json.UTF8StreamJsonParser-917,src.main.java.com.fasterxml.jackson.core.json.UTF8StreamJsonParser-917
2,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-419,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-419
2,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-420,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-420
2,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-485,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-485
2,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-493,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-493
2,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-494,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-494
2,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-502,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-502
2,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-423,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-423
2,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-490,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-490
2,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-503,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-503
2,src.main.java.com.fasterxml.jackson.core.json.UTF8StreamJsonParser-1295,src.main.java.com.fasterxml.jackson.core.json.UTF8StreamJsonParser-1295
2,src.main.java.com.fasterxml.jackson.core.json.UTF8StreamJsonParser-1297,src.main.java.com.fasterxml.jackson.core.json.UTF8StreamJsonParser-1297
2,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-431,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-431
2,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-631,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-631
2,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-633,src.main.java.com.fasterxml.jackson.core.json.ReaderBasedJsonParser-633
2,src.main.java.com.fasterxml.jackson.core.json.UTF8StreamJsonParser-615,src.main.java.com.fasterxml.jackson.core.json.UTF8StreamJsonParser-615
2,src.main.java.com.fasterxml.jackson.core.json.UTF8StreamJsonParser-620,src.main.java.com.fasterxml.jackson.core.json.UTF8StreamJsonParser-620
2,src.main.java.com.fasterxml.jackson.core.json.UTF8StreamJsonParser-569,src.main.java.com.fasterxml.jackson.core.json.UTF8StreamJsonParser-569
2,src.main.java.com.fasterxml.jackson.core.json.UTF8StreamJsonParser-1082,src.main.java.com.fasterxml.jackson.core.json.UTF8StreamJsonParser-1082
2,src.main.java.com.fasterxml.jackson.core.json.UTF8StreamJsonParser-1252,src.main.java.com.fasterxml.jackson.core.json.UTF8StreamJsonParser-1252
2,src.main.java.com.fasterxml.jackson.core.json.UTF8StreamJsonParser-1253,src.main.java.com.fasterxml.jackson.core.json.UTF8StreamJsonParser-1253
2,src.main.java.com.fasterxml.jackson.core.json.UTF8StreamJsonParser-1446,src.main.java.com.fasterxml.jackson.core.json.UTF8StreamJsonParser-1446
