bid,k,mutOp,status,sourceFile,mutatedClass,lineNumber,index,block,description,full_sourceFile
2,2-a0d97593,NegateConditionalsMutator,KILLED,CSVRecord.java,org.apache.commons.csv.CSVRecord,125,6,1,negated conditional,src/main/java/org/apache/commons/csv/CSVRecord.java
2,2-a0d97593,NegateConditionalsMutator,KILLED,CSVRecord.java,org.apache.commons.csv.CSVRecord,125,16,4,negated conditional,src/main/java/org/apache/commons/csv/CSVRecord.java
2,2-a0d97593,BooleanTrueReturnValsMutator,KILLED,CSVRecord.java,org.apache.commons.csv.CSVRecord,125,22,7,replaced boolean return with true for org/apache/commons/csv/CSVRecord::isSet,src/main/java/org/apache/commons/csv/CSVRecord.java
2,2-a0d97593,NullReturnValsMutator,KILLED,CSVRecord.java,org.apache.commons.csv.CSVRecord,134,7,2,replaced return value with null for org/apache/commons/csv/CSVRecord::iterator,src/main/java/org/apache/commons/csv/CSVRecord.java
2,2-a0d97593,PrimitiveReturnsMutator,KILLED,CSVRecord.java,org.apache.commons.csv.CSVRecord,166,6,0,replaced int return with 0 for org/apache/commons/csv/CSVRecord::size,src/main/java/org/apache/commons/csv/CSVRecord.java
2,2-a0d97593,EmptyObjectReturnValsMutator,KILLED,CSVRecord.java,org.apache.commons.csv.CSVRecord,171,6,1,"replaced return value with """" for org/apache/commons/csv/CSVRecord::toString",src/main/java/org/apache/commons/csv/CSVRecord.java
2,2-a0d97593,NullReturnValsMutator,KILLED,CSVRecord.java,org.apache.commons.csv.CSVRecord,138,5,0,replaced return value with null for org/apache/commons/csv/CSVRecord::values,src/main/java/org/apache/commons/csv/CSVRecord.java
3,3-2c612082,PrimitiveReturnsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,73,6,1,replaced long return with 0 for org/apache/commons/csv/Lexer::getLineNumber,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,NegateConditionalsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,182,6,0,negated conditional,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,BooleanTrueReturnValsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,182,12,3,replaced boolean return with true for org/apache/commons/csv/Lexer::isCommentStart,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,NegateConditionalsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,170,6,0,negated conditional,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,BooleanTrueReturnValsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,170,12,3,replaced boolean return with true for org/apache/commons/csv/Lexer::isDelimiter,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,NegateConditionalsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,166,5,0,negated conditional,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,BooleanTrueReturnValsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,166,11,3,replaced boolean return with true for org/apache/commons/csv/Lexer::isEndOfFile,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,NegateConditionalsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,174,6,0,negated conditional,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,BooleanTrueReturnValsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,174,12,3,replaced boolean return with true for org/apache/commons/csv/Lexer::isEscape,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,NegateConditionalsMutator,TIMED_OUT,Lexer.java,org.apache.commons.csv.Lexer,178,6,0,negated conditional,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,BooleanTrueReturnValsMutator,TIMED_OUT,Lexer.java,org.apache.commons.csv.Lexer,178,12,3,replaced boolean return with true for org/apache/commons/csv/Lexer::isQuoteChar,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,NegateConditionalsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,159,5,0,negated conditional,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,NegateConditionalsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,159,8,1,negated conditional,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,NegateConditionalsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,159,11,2,negated conditional,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,BooleanTrueReturnValsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,159,18,5,replaced boolean return with true for org/apache/commons/csv/Lexer::isStartOfLine,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,NegateConditionalsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,149,7,1,negated conditional,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,NegateConditionalsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,149,11,3,negated conditional,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,BooleanTrueReturnValsMutator,TIMED_OUT,Lexer.java,org.apache.commons.csv.Lexer,149,17,6,replaced boolean return with true for org/apache/commons/csv/Lexer::isWhitespace,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,NegateConditionalsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,69,4,0,negated conditional,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,PrimitiveReturnsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,69,11,3,replaced char return with 0 for org/apache/commons/csv/Lexer::mapNullToDisabled,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,NegateConditionalsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,136,5,0,negated conditional,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,NegateConditionalsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,136,10,2,negated conditional,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,NegateConditionalsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,140,21,5,negated conditional,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,NegateConditionalsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,140,24,6,negated conditional,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,BooleanTrueReturnValsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,140,31,9,replaced boolean return with true for org/apache/commons/csv/Lexer::readEndOfLine,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,NegateConditionalsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,111,47,11,negated conditional,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,NegateConditionalsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,111,51,13,negated conditional,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,NegateConditionalsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,111,55,15,negated conditional,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,NegateConditionalsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,111,59,17,negated conditional,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,PrimitiveReturnsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,92,14,2,replaced int return with 0 for org/apache/commons/csv/Lexer::readEscape,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,PrimitiveReturnsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,94,18,3,replaced int return with 0 for org/apache/commons/csv/Lexer::readEscape,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,PrimitiveReturnsMutator,NO_COVERAGE,Lexer.java,org.apache.commons.csv.Lexer,96,22,4,replaced int return with 0 for org/apache/commons/csv/Lexer::readEscape,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,PrimitiveReturnsMutator,NO_COVERAGE,Lexer.java,org.apache.commons.csv.Lexer,98,26,5,replaced int return with 0 for org/apache/commons/csv/Lexer::readEscape,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,PrimitiveReturnsMutator,NO_COVERAGE,Lexer.java,org.apache.commons.csv.Lexer,100,30,6,replaced int return with 0 for org/apache/commons/csv/Lexer::readEscape,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,PrimitiveReturnsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,106,34,7,replaced int return with 0 for org/apache/commons/csv/Lexer::readEscape,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,PrimitiveReturnsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,112,63,18,replaced int return with 0 for org/apache/commons/csv/Lexer::readEscape,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,PrimitiveReturnsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,115,67,19,replaced int return with 0 for org/apache/commons/csv/Lexer::readEscape,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,ConditionalsBoundaryMutator,SURVIVED,Lexer.java,org.apache.commons.csv.Lexer,121,9,2,changed conditional boundary,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,MathMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,121,13,3,Replaced integer subtraction with addition,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,MathMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,122,21,6,Replaced integer subtraction with addition,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,NegateConditionalsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,121,9,2,negated conditional,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,NegateConditionalsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,121,16,5,negated conditional,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,NegateConditionalsMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,124,29,8,negated conditional,src/main/java/org/apache/commons/csv/Lexer.java
3,3-2c612082,VoidMethodCallMutator,KILLED,Lexer.java,org.apache.commons.csv.Lexer,125,34,9,removed call to java/lang/StringBuilder::setLength,src/main/java/org/apache/commons/csv/Lexer.java
4,4-22601f64,VoidMethodCallMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,238,23,3,removed call to org/apache/commons/csv/Assertions::notNull,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,VoidMethodCallMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,239,28,4,removed call to org/apache/commons/csv/Assertions::notNull,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,VoidMethodCallMutator,SURVIVED,CSVParser.java,org.apache.commons.csv.CSVParser,241,32,5,removed call to org/apache/commons/csv/CSVFormat::validate,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,NegateConditionalsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,250,17,2,negated conditional,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,NegateConditionalsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,253,33,6,negated conditional,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,NegateConditionalsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,264,5,0,negated conditional,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,VoidMethodCallMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,265,10,1,removed call to org/apache/commons/csv/Lexer::close,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,PrimitiveReturnsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,277,6,1,replaced long return with 0 for org/apache/commons/csv/CSVParser::getCurrentLineNumber,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,NegateConditionalsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,288,5,0,negated conditional,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,EmptyObjectReturnValsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,288,15,3,replaced return value with Collections.emptyMap for org/apache/commons/csv/CSVParser::getHeaderMap,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,PrimitiveReturnsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,299,5,0,replaced long return with 0 for org/apache/commons/csv/CSVParser::getRecordNumber,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,NegateConditionalsMutator,TIMED_OUT,CSVParser.java,org.apache.commons.csv.CSVParser,315,14,3,negated conditional,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,EmptyObjectReturnValsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,318,25,6,replaced return value with Collections.emptyList for org/apache/commons/csv/CSVParser::getRecords,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,ConditionalsBoundaryMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,346,74,16,changed conditional boundary,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,NegateConditionalsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,327,14,1,negated conditional,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,NegateConditionalsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,331,29,3,negated conditional,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,NegateConditionalsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,334,38,5,negated conditional,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,NegateConditionalsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,338,52,10,negated conditional,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,NegateConditionalsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,345,65,14,negated conditional,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,NegateConditionalsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,346,74,16,negated conditional,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,EmptyObjectReturnValsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,351,92,20,replaced return value with Collections.emptyMap for org/apache/commons/csv/CSVParser::initializeHeader,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,BooleanFalseReturnValsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,355,6,1,replaced boolean return with false for org/apache/commons/csv/CSVParser::isClosed,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,BooleanTrueReturnValsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,355,6,1,replaced boolean return with true for org/apache/commons/csv/CSVParser::isClosed,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,NullReturnValsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,367,7,1,replaced return value with null for org/apache/commons/csv/CSVParser::iterator,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,MathMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,455,128,31,Replaced long addition with subtraction,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,NegateConditionalsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,436,55,10,negated conditional,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,NegateConditionalsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,443,81,21,negated conditional,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,NegateConditionalsMutator,TIMED_OUT,CSVParser.java,org.apache.commons.csv.CSVParser,452,115,28,negated conditional,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,NegateConditionalsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,454,121,30,negated conditional,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,NegateConditionalsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,456,133,31,negated conditional,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,VoidMethodCallMutator,TIMED_OUT,CSVParser.java,org.apache.commons.csv.CSVParser,423,9,0,removed call to java/util/List::clear,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,VoidMethodCallMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,426,18,2,removed call to org/apache/commons/csv/Token::reset,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,VoidMethodCallMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,430,39,6,removed call to org/apache/commons/csv/CSVParser::addRecordValue,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,VoidMethodCallMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,433,46,8,removed call to org/apache/commons/csv/CSVParser::addRecordValue,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,VoidMethodCallMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,437,59,11,removed call to org/apache/commons/csv/CSVParser::addRecordValue,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,NullReturnValsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,460,163,38,replaced return value with null for org/apache/commons/csv/CSVParser::nextRecord,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,VoidMethodCallMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,149,5,0,removed call to org/apache/commons/csv/Assertions::notNull,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,VoidMethodCallMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,150,10,1,removed call to org/apache/commons/csv/Assertions::notNull,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,NullReturnValsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,152,21,4,replaced return value with null for org/apache/commons/csv/CSVParser::parse,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,VoidMethodCallMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,169,5,0,removed call to org/apache/commons/csv/Assertions::notNull,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,VoidMethodCallMutator,SURVIVED,CSVParser.java,org.apache.commons.csv.CSVParser,170,10,1,removed call to org/apache/commons/csv/Assertions::notNull,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,NullReturnValsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,172,21,4,replaced return value with null for org/apache/commons/csv/CSVParser::parse,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,NegateConditionalsMutator,SURVIVED,CSVParser.java,org.apache.commons.csv.CSVParser,200,25,4,negated conditional,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,VoidMethodCallMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,196,5,0,removed call to org/apache/commons/csv/Assertions::notNull,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,VoidMethodCallMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,197,10,1,removed call to org/apache/commons/csv/Assertions::notNull,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,VoidMethodCallMutator,SURVIVED,CSVParser.java,org.apache.commons.csv.CSVParser,198,15,2,removed call to org/apache/commons/csv/Assertions::notNull,src/main/java/org/apache/commons/csv/CSVParser.java
4,4-22601f64,NullReturnValsMutator,KILLED,CSVParser.java,org.apache.commons.csv.CSVParser,200,39,10,replaced return value with null for org/apache/commons/csv/CSVParser::parse,src/main/java/org/apache/commons/csv/CSVParser.java
5,5-73cc5246,VoidMethodCallMutator,KILLED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,59,14,1,removed call to org/apache/commons/csv/Assertions::notNull,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,VoidMethodCallMutator,KILLED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,60,19,2,removed call to org/apache/commons/csv/Assertions::notNull,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,VoidMethodCallMutator,SURVIVED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,64,34,3,removed call to org/apache/commons/csv/CSVFormat::validate,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,NegateConditionalsMutator,SURVIVED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,72,6,0,negated conditional,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,VoidMethodCallMutator,SURVIVED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,73,12,1,removed call to java/io/Closeable::close,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,NegateConditionalsMutator,SURVIVED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,84,6,0,negated conditional,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,VoidMethodCallMutator,SURVIVED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,85,12,1,removed call to java/io/Flushable::flush,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,NullReturnValsMutator,KILLED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,428,5,0,replaced return value with null for org/apache/commons/csv/CSVPrinter::getOut,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,NegateConditionalsMutator,KILLED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,100,4,0,negated conditional,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,NegateConditionalsMutator,KILLED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,102,14,2,negated conditional,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,VoidMethodCallMutator,KILLED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,106,37,9,removed call to org/apache/commons/csv/CSVPrinter::print,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,MathMutator,KILLED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,120,52,12,Replaced integer addition with subtraction,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,NegateConditionalsMutator,KILLED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,111,5,0,negated conditional,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,NegateConditionalsMutator,KILLED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,114,20,5,negated conditional,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,NegateConditionalsMutator,KILLED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,117,35,9,negated conditional,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,VoidMethodCallMutator,KILLED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,116,28,6,removed call to org/apache/commons/csv/CSVPrinter::printAndQuote,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,VoidMethodCallMutator,KILLED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,118,42,10,removed call to org/apache/commons/csv/CSVPrinter::printAndEscape,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,ConditionalsBoundaryMutator,KILLED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,136,32,4,changed conditional boundary,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,ConditionalsBoundaryMutator,SURVIVED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,140,57,10,changed conditional boundary,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,ConditionalsBoundaryMutator,SURVIVED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,159,116,21,changed conditional boundary,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,IncrementsMutator,KILLED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,155,108,20,Changed increment from 1 to -1,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,MathMutator,KILLED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,131,13,0,Replaced integer addition with subtraction,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,MathMutator,KILLED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,152,104,19,Replaced integer addition with subtraction,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,NegateConditionalsMutator,KILLED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,136,32,4,negated conditional,src/main/java/org/apache/commons/csv/CSVPrinter.java
5,5-73cc5246,NegateConditionalsMutator,KILLED,CSVPrinter.java,org.apache.commons.csv.CSVPrinter,138,43,6,negated conditional,src/main/java/org/apache/commons/csv/CSVPrinter.java
