bid,mutK,status,mutOp,lno
16,src.main.java.org.joda.time.format.DateTimeFormatter-33,non-latent,CONDITIONALS_BOUNDARY,810
16,src.main.java.org.joda.time.format.DateTimeFormatter-65,non-latent,NEGATE_CONDITIONALS,903
16,src.main.java.org.joda.time.format.DateTimeFormatter-87,non-latent,CONDITIONALS_BOUNDARY,642
16,src.main.java.org.joda.time.format.DateTimeFormatter-89,non-latent,MATH,642
16,src.main.java.org.joda.time.format.DateTimeFormatter-60,non-latent,CONDITIONALS_BOUNDARY,896
16,src.main.java.org.joda.time.format.DateTimeFormatter-66,non-latent,VOID_METHOD_CALLS,908
16,src.main.java.org.joda.time.format.DateTimeFormatter-46,non-latent,CONDITIONALS_BOUNDARY,744
16,src.main.java.org.joda.time.format.DateTimeFormatter-30,non-latent,VOID_METHOD_CALLS,721
16,src.main.java.org.joda.time.format.DateTimeFormatter-96,non-latent,CONDITIONALS_BOUNDARY,625
16,src.main.java.org.joda.time.format.DateTimeFormatter-29,non-latent,NEGATE_CONDITIONALS,716
17,src.main.java.org.joda.time.DateTimeZone-49,non-latent,CONDITIONALS_BOUNDARY,890
17,src.main.java.org.joda.time.DateTimeZone-51,non-latent,NEGATE_CONDITIONALS,744
17,src.main.java.org.joda.time.DateTimeZone-42,non-latent,NEGATE_CONDITIONALS,142
17,src.main.java.org.joda.time.DateTimeZone-1,non-latent,CONDITIONALS_BOUNDARY,1180
17,src.main.java.org.joda.time.DateTimeZone-82,non-latent,EMPTY_RETURNS,661
17,src.main.java.org.joda.time.DateTimeZone-0,non-latent,CONDITIONALS_BOUNDARY,1180
17,src.main.java.org.joda.time.DateTimeZone-81,non-latent,VOID_METHOD_CALLS,660
17,src.main.java.org.joda.time.DateTimeZone-11,non-latent,MATH,989
17,src.main.java.org.joda.time.DateTimeZone-32,latent,CONDITIONALS_BOUNDARY,257
17,src.main.java.org.joda.time.DateTimeZone-59,latent,NEGATE_CONDITIONALS,670
17,src.main.java.org.joda.time.DateTimeZone-9,latent,CONDITIONALS_BOUNDARY,1011
18,src.main.java.org.joda.time.chrono.GJChronology-139,non-latent,MATH,428
18,src.main.java.org.joda.time.chrono.GJChronology-104,non-latent,CONDITIONALS_BOUNDARY,375
18,src.main.java.org.joda.time.chrono.GJChronology-69,non-latent,NEGATE_CONDITIONALS,497
18,src.main.java.org.joda.time.chrono.GJChronology-137,non-latent,MATH,427
18,src.main.java.org.joda.time.chrono.GJChronology-99,non-latent,CONDITIONALS_BOUNDARY,338
18,src.main.java.org.joda.time.chrono.GJChronology-67,non-latent,MATH,485
18,src.main.java.org.joda.time.chrono.GJChronology-100,non-latent,CONDITIONALS_BOUNDARY,342
18,src.main.java.org.joda.time.chrono.GJChronology-141,discard,PRIMITIVE_RETURNS,427
19,src.main.java.org.joda.time.DateTimeZone-51,non-latent,CONDITIONALS_BOUNDARY,890
19,src.main.java.org.joda.time.DateTimeZone-44,non-latent,NEGATE_CONDITIONALS,142
19,src.main.java.org.joda.time.DateTimeZone-84,non-latent,VOID_METHOD_CALLS,660
19,src.main.java.org.joda.time.DateTimeZone-54,non-latent,NEGATE_CONDITIONALS,744
19,src.main.java.org.joda.time.DateTimeZone-11,non-latent,MATH,989
19,src.main.java.org.joda.time.DateTimeZone-85,non-latent,EMPTY_RETURNS,661
19,src.main.java.org.joda.time.DateTimeZone-9,latent,CONDITIONALS_BOUNDARY,1011
19,src.main.java.org.joda.time.DateTimeZone-62,latent,NEGATE_CONDITIONALS,670
20,src.main.java.org.joda.time.format.DateTimeFormatterBuilder-130,non-latent,CONDITIONALS_BOUNDARY,538
20,src.main.java.org.joda.time.format.DateTimeFormatterBuilder-89,non-latent,CONDITIONALS_BOUNDARY,402
20,src.main.java.org.joda.time.format.DateTimeFormatterBuilder-129,non-latent,CONDITIONALS_BOUNDARY,535
20,src.main.java.org.joda.time.format.DateTimeFormatterBuilder-131,non-latent,CONDITIONALS_BOUNDARY,538
20,src.main.java.org.joda.time.format.DateTimeFormatterBuilder-123,non-latent,CONDITIONALS_BOUNDARY,481
20,src.main.java.org.joda.time.format.DateTimeFormatterBuilder-273,non-latent,NEGATE_CONDITIONALS,1108
20,src.main.java.org.joda.time.format.DateTimeFormatterBuilder-272,non-latent,NEGATE_CONDITIONALS,1107
20,src.main.java.org.joda.time.format.DateTimeFormatterBuilder-220,non-latent,CONDITIONALS_BOUNDARY,454
20,src.main.java.org.joda.time.format.DateTimeFormatterBuilder-87,non-latent,CONDITIONALS_BOUNDARY,399
20,src.main.java.org.joda.time.format.DateTimeFormatterBuilder-218,non-latent,CONDITIONALS_BOUNDARY,451
20,src.main.java.org.joda.time.format.DateTimeFormatterBuilder-219,non-latent,CONDITIONALS_BOUNDARY,454
20,src.main.java.org.joda.time.format.DateTimeFormatterBuilder-90,non-latent,CONDITIONALS_BOUNDARY,405
20,src.main.java.org.joda.time.format.DateTimeFormatterBuilder-221,non-latent,CONDITIONALS_BOUNDARY,457
20,src.main.java.org.joda.time.format.DateTimeFormatterBuilder-119,non-latent,CONDITIONALS_BOUNDARY,429
20,src.main.java.org.joda.time.format.DateTimeFormatterBuilder-88,non-latent,CONDITIONALS_BOUNDARY,402
20,src.main.java.org.joda.time.format.DateTimeFormatterBuilder-185,latent,VOID_METHOD_CALLS,307
20,src.main.java.org.joda.time.format.DateTimeFormatterBuilder-2,latent,VOID_METHOD_CALLS,224
20,src.main.java.org.joda.time.format.DateTimeFormatterBuilder-0,latent,VOID_METHOD_CALLS,237
