bid,k,all,killed,timed_out,no_covg,non_viable,memory_error,run_error,survived,MathMutator,ConditionalsBoundaryMutator,IncrementsMutator,InvertNegsMutator,NegateConditionalsMutator,VoidMethodCallMutator,PrimitiveReturnsMutator,EmptyObjectReturnValsMutator,BooleanFalseReturnValsMutator,BooleanTrueReturnValsMutator,NullReturnValsMutator
42,42-fb01427a,161,121,0,34,0,0,0,6,3,0,0,0,23,27,88,2,1,1,16
83,83-43c245f0,36,22,0,9,0,0,0,5,0,1,1,0,12,15,0,3,1,1,2
77,77-b88400ce,504,416,0,21,0,0,0,67,19,16,5,1,188,255,1,7,2,5,5
32,32-66c8c695,552,441,6,34,0,0,0,71,9,14,2,0,270,148,0,21,4,6,78
56,56-9e921fa9,76,35,0,35,0,0,0,6,10,9,5,0,21,2,2,10,1,2,14
53,53-9959716b,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
118,118-f17961ae,51,0,48,3,0,0,0,0,0,1,5,0,22,17,0,1,0,0,5
18,18-ea119a2d,474,287,0,118,0,0,0,69,2,8,0,0,153,194,4,18,11,12,72
176,176-aeed47f4,343,318,0,4,0,0,0,21,3,1,1,0,214,71,0,2,3,6,42
158,158-fcccf543,319,114,3,130,5,0,1,66,14,18,3,0,147,85,5,22,2,4,19
80,80-58786c3f,818,710,7,41,0,0,0,60,6,11,9,0,319,59,28,89,97,155,45
121,121-2aee36e6,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
166,166-8d583551,167,153,0,4,0,0,0,10,1,2,2,0,85,11,2,7,16,24,17
116,116-b80dfd3b,205,167,9,6,0,0,0,23,29,8,2,2,95,19,4,0,8,10,28
7,7-e736b1c9,38,29,6,1,0,0,0,2,0,0,0,0,19,3,0,0,0,0,16
115,115-4597738e,199,165,6,6,0,0,0,22,29,8,2,2,91,18,4,0,8,10,27
21,21-1787d7b2,29,18,5,1,0,0,0,5,0,0,0,0,15,14,0,0,0,0,0
78,78-25829b03,550,378,1,39,0,0,0,132,27,23,1,1,238,111,0,0,6,10,133
128,128-d82fb38b,548,474,0,10,0,0,0,64,19,21,6,1,206,270,3,7,2,8,5
88,88-6a17da87,77,71,1,3,0,0,0,2,0,0,0,0,45,24,0,0,1,2,5
11,11-482b7676,411,0,400,11,0,0,0,0,10,4,1,0,236,140,1,0,5,9,5
29,29-6924915e,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,8-6300a435,23,18,0,0,0,0,0,5,0,0,0,0,7,14,0,0,1,1,0
54,54-7e9b8336,310,250,3,29,0,0,0,28,1,3,1,0,154,59,5,10,14,24,39
16,16-3b97e5e4,14,14,0,0,0,0,0,0,0,3,0,0,6,5,0,0,0,0,0
31,31-0a670cb5,460,274,0,119,0,0,0,67,2,8,0,0,146,189,4,16,11,12,72
15,15-968b3f46,21,15,0,1,0,0,0,5,0,1,0,0,9,7,0,0,2,2,0
111,111-6f981f77,14,9,5,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,4
171,171-6d38965a,373,337,1,12,0,0,0,23,3,1,1,0,206,105,0,2,3,6,46
57,57-f759f431,84,80,0,0,0,0,0,4,1,1,0,0,51,3,0,12,2,6,8
37,37-7e93d521,287,217,0,46,0,0,0,24,5,3,0,0,66,81,90,8,1,3,30
153,153-86caf52b,52,44,1,0,0,0,0,7,0,0,0,0,21,28,0,0,0,0,3
175,175-038da211,193,164,0,6,0,0,0,23,29,7,2,2,86,19,4,0,8,10,26
35,35-22784dc9,300,275,0,3,0,0,0,22,7,3,3,0,179,59,0,1,2,4,42
129,129-79a89065,24,9,0,7,0,0,0,8,0,0,0,0,13,11,0,0,0,0,0
28,28-59dbb7a2,3,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
51,51-a02241e5,80,71,4,3,0,0,0,2,4,3,1,0,30,36,0,0,2,4,0
50,50-c3b630fc,257,183,0,15,0,0,0,59,15,19,2,0,124,41,0,3,0,0,53
33,33-382422ad,163,149,0,4,0,0,0,10,1,2,2,0,83,9,2,7,16,24,17
49,49-1a7ba5cb,40,36,0,0,0,0,0,4,0,0,0,0,19,17,0,2,1,0,1
109,109-7d26b7bc,678,565,8,39,0,0,0,66,9,14,2,0,310,165,0,22,7,9,140
22,22-43a55234,29,22,0,1,0,0,0,6,0,0,0,0,15,14,0,0,0,0,0
65,65-48aea0ff,526,454,0,16,0,0,0,56,19,21,6,1,196,259,3,7,2,7,5
46,46-4a1a31c6,52,48,0,0,0,0,0,4,0,0,0,0,28,1,0,0,7,10,6
124,124-e7f4269d,60,51,7,0,0,0,0,2,0,0,0,0,30,11,0,0,8,10,1
3,3-d80fcc04,22,0,20,2,0,0,0,0,0,1,0,0,10,7,0,0,2,2,0
