bid,k,mutOp,status,sourceFile,mutatedClass,lineNumber,index,block,description,full_sourceFile
1,1-52d82d1d,ConditionalsBoundaryMutator,SURVIVED,Metaphone.java,org.apache.commons.codec.language.Metaphone,247,633,152,changed conditional boundary,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,ConditionalsBoundaryMutator,SURVIVED,Metaphone.java,org.apache.commons.codec.language.Metaphone,308,849,208,changed conditional boundary,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,IncrementsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,141,225,46,Changed increment from 1 to -1,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,IncrementsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,193,443,103,Changed increment from 2 to -2,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,IncrementsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,306,842,205,Changed increment from 1 to -1,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,MathMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,101,70,14,Replaced integer subtraction with addition,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,MathMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,108,98,19,Replaced integer subtraction with addition,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,MathMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,115,126,24,Replaced integer subtraction with addition,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,MathMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,119,147,27,Replaced integer subtraction with addition,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,MathMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,159,288,62,Replaced integer addition with subtraction,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,MathMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,167,325,72,Replaced integer addition with subtraction,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,MathMutator,SURVIVED,Metaphone.java,org.apache.commons.codec.language.Metaphone,190,416,95,Replaced integer addition with subtraction,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,MathMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,191,431,99,Replaced integer addition with subtraction,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,MathMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,199,460,106,Replaced integer addition with subtraction,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,MathMutator,SURVIVED,Metaphone.java,org.apache.commons.codec.language.Metaphone,203,480,111,Replaced integer addition with subtraction,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,MathMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,204,495,115,Replaced integer addition with subtraction,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,MathMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,218,554,130,Replaced integer addition with subtraction,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,MathMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,230,596,142,Replaced integer subtraction with addition,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,MathMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,234,611,146,Replaced integer addition with subtraction,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,MathMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,295,809,196,Replaced integer addition with subtraction,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,83,8,0,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,83,11,2,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,87,21,5,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,100,61,13,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,107,89,18,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,114,117,23,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,118,138,26,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,136,202,40,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,136,205,41,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,140,216,43,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,140,222,45,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,145,234,48,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,150,249,52,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,151,256,54,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,158,276,59,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,159,283,61,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,160,293,64,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,163,304,67,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,167,320,71,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,168,330,74,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,172,347,78,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,173,355,80,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,177,372,84,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,178,376,85,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,178,379,86,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,180,386,88,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,190,418,96,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,191,426,98,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,192,436,101,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,199,462,107,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,200,470,109,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,203,482,112,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,204,490,114,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,205,499,116,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,208,506,118,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,209,514,120,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,210,522,122,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,213,533,125,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,218,549,129,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,219,559,132,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,219,561,133,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,227,584,139,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,230,591,141,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,231,601,144,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,234,613,147,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,247,633,152,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,248,641,154,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,256,665,160,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,267,698,168,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,268,706,170,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,269,714,172,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,276,738,178,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,277,746,180,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,281,763,184,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,286,774,187,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,295,804,195,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,296,813,197,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,308,849,208,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,VoidMethodCallMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,120,155,28,removed call to java/lang/StringBuffer::setCharAt,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,VoidMethodCallMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,309,855,210,removed call to java/lang/StringBuffer::setLength,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,EmptyObjectReturnValsMutator,SURVIVED,Metaphone.java,org.apache.commons.codec.language.Metaphone,88,27,7,"replaced return value with """" for org/apache/commons/codec/language/Metaphone::metaphone",src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,EmptyObjectReturnValsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,312,863,213,"replaced return value with """" for org/apache/commons/codec/language/Metaphone::metaphone",src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,ConditionalsBoundaryMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,339,8,0,changed conditional boundary,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,ConditionalsBoundaryMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,340,19,3,changed conditional boundary,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,MathMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,340,14,2,Replaced integer addition with subtraction,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,MathMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,340,16,2,Replaced integer subtraction with addition,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,MathMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,341,27,5,Replaced integer addition with subtraction,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,339,8,0,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,340,19,3,negated conditional,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,BooleanFalseReturnValsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,344,39,8,replaced boolean return with false for org/apache/commons/codec/language/Metaphone::regionMatch,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,BooleanTrueReturnValsMutator,KILLED,Metaphone.java,org.apache.commons.codec.language.Metaphone,344,39,8,replaced boolean return with true for org/apache/commons/codec/language/Metaphone::regionMatch,src/java/org/apache/commons/codec/language/Metaphone.java
1,1-52d82d1d,ConditionalsBoundaryMutator,KILLED,SoundexUtils.java,org.apache.commons.codec.language.SoundexUtils,47,33,6,changed conditional boundary,src/java/org/apache/commons/codec/language/SoundexUtils.java
1,1-52d82d1d,IncrementsMutator,KILLED,SoundexUtils.java,org.apache.commons.codec.language.SoundexUtils,49,45,10,Changed increment from 1 to -1,src/java/org/apache/commons/codec/language/SoundexUtils.java
1,1-52d82d1d,IncrementsMutator,KILLED,SoundexUtils.java,org.apache.commons.codec.language.SoundexUtils,47,52,12,Changed increment from 1 to -1,src/java/org/apache/commons/codec/language/SoundexUtils.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,SoundexUtils.java,org.apache.commons.codec.language.SoundexUtils,41,4,0,negated conditional,src/java/org/apache/commons/codec/language/SoundexUtils.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,SoundexUtils.java,org.apache.commons.codec.language.SoundexUtils,41,7,2,negated conditional,src/java/org/apache/commons/codec/language/SoundexUtils.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,SoundexUtils.java,org.apache.commons.codec.language.SoundexUtils,47,33,6,negated conditional,src/java/org/apache/commons/codec/language/SoundexUtils.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,SoundexUtils.java,org.apache.commons.codec.language.SoundexUtils,48,40,9,negated conditional,src/java/org/apache/commons/codec/language/SoundexUtils.java
1,1-52d82d1d,NegateConditionalsMutator,KILLED,SoundexUtils.java,org.apache.commons.codec.language.SoundexUtils,52,58,13,negated conditional,src/java/org/apache/commons/codec/language/SoundexUtils.java
1,1-52d82d1d,EmptyObjectReturnValsMutator,SURVIVED,SoundexUtils.java,org.apache.commons.codec.language.SoundexUtils,42,11,3,"replaced return value with """" for org/apache/commons/codec/language/SoundexUtils::clean",src/java/org/apache/commons/codec/language/SoundexUtils.java
1,1-52d82d1d,EmptyObjectReturnValsMutator,KILLED,SoundexUtils.java,org.apache.commons.codec.language.SoundexUtils,53,64,15,"replaced return value with """" for org/apache/commons/codec/language/SoundexUtils::clean",src/java/org/apache/commons/codec/language/SoundexUtils.java
1,1-52d82d1d,EmptyObjectReturnValsMutator,KILLED,SoundexUtils.java,org.apache.commons.codec.language.SoundexUtils,55,75,18,"replaced return value with """" for org/apache/commons/codec/language/SoundexUtils::clean",src/java/org/apache/commons/codec/language/SoundexUtils.java
